,Unnamed: 0,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
9,9.0,Germán Araúz,62.0,64.0,375000.0,500.0,11.0,5.0,12.0,21.0,11.0,11.0,8.0,7.0,22.0,12.0,13.0,28.0,21.0,60.0,38.0,47.0,45.0,19.0,61.0,9.0,24.0,8.0,4.0,25.0,8.0,27.0,7.0,8.0,12.0,62.0,61.0,62.0,60.0,61.0
11,11.0,Gergő Szécsi,62.0,62.0,130000.0,500.0,22.0,11.0,14.0,31.0,11.0,17.0,21.0,20.0,21.0,19.0,28.0,26.0,31.0,50.0,26.0,46.0,42.0,17.0,55.0,12.0,29.0,23.0,15.0,58.0,17.0,24.0,26.0,17.0,13.0,63.0,60.0,61.0,60.0,66.0
28,28.0,Mats Trige,53.0,66.0,190000.0,500.0,14.0,10.0,14.0,26.0,10.0,12.0,14.0,14.0,28.0,19.0,38.0,32.0,38.0,35.0,30.0,39.0,38.0,25.0,48.0,9.0,28.0,12.0,9.0,42.0,15.0,35.0,12.0,12.0,12.0,56.0,54.0,52.0,52.0,56.0
30,30.0,Calvin Owen Harm Raatsie,59.0,71.0,475000.0,1000.0,16.0,10.0,14.0,38.0,8.0,12.0,14.0,11.0,40.0,25.0,39.0,35.0,23.0,57.0,40.0,45.0,42.0,30.0,57.0,12.0,31.0,16.0,11.0,42.0,13.0,44.0,12.0,12.0,17.0,57.0,62.0,60.0,55.0,58.0
47,47.0,Luis Melquiades García Escate,60.0,71.0,475000.0,500.0,13.0,7.0,11.0,17.0,7.0,7.0,11.0,15.0,25.0,18.0,33.0,50.0,35.0,55.0,33.0,43.0,61.0,26.0,60.0,9.0,18.0,15.0,5.0,51.0,16.0,33.0,6.0,13.0,15.0,60.0,60.0,57.0,58.0,60.0
49,49.0,Gianfranco Castellanos Conde,63.0,63.0,160000.0,500.0,13.0,8.0,11.0,17.0,9.0,11.0,13.0,15.0,30.0,15.0,33.0,30.0,26.0,61.0,35.0,45.0,58.0,33.0,58.0,6.0,18.0,8.0,8.0,59.0,15.0,25.0,7.0,11.0,13.0,61.0,63.0,60.0,61.0,62.0
8,8.0,Fabio Rosales,58.0,65.0,350000.0,500.0,13.0,7.0,16.0,27.0,9.0,6.0,13.0,15.0,28.0,16.0,26.0,28.0,35.0,45.0,47.0,47.0,61.0,22.0,42.0,8.0,26.0,7.0,6.0,29.0,17.0,36.0,8.0,15.0,15.0,58.0,61.0,62.0,55.0,59.0
18,18.0,Mathías Bernatene,61.0,71.0,650000.0,500.0,17.0,8.0,12.0,29.0,9.0,13.0,15.0,13.0,28.0,35.0,23.0,41.0,22.0,65.0,35.0,44.0,60.0,24.0,48.0,9.0,29.0,9.0,4.0,46.0,21.0,41.0,11.0,9.0,13.0,60.0,64.0,59.0,53.0,62.0
25,25.0,Vincent Angelini,54.0,73.0,240000.0,500.0,14.0,6.0,13.0,20.0,6.0,7.0,10.0,13.0,26.0,13.0,32.0,32.0,23.0,47.0,34.0,37.0,41.0,27.0,56.0,7.0,20.0,13.0,4.0,30.0,14.0,24.0,7.0,12.0,13.0,50.0,52.0,49.0,54.0,58.0
38,38.0,Murphy Mahoney,54.0,69.0,230000.0,2000.0,13.0,7.0,12.0,17.0,8.0,7.0,12.0,13.0,26.0,19.0,20.0,19.0,32.0,36.0,39.0,34.0,53.0,20.0,64.0,7.0,20.0,8.0,8.0,38.0,12.0,23.0,8.0,10.0,14.0,55.0,57.0,45.0,49.0,60.0
52,52.0,Matías Córdova,62.0,73.0,750000.0,500.0,13.0,8.0,13.0,32.0,8.0,10.0,15.0,15.0,32.0,10.0,24.0,32.0,38.0,62.0,25.0,44.0,36.0,22.0,67.0,9.0,22.0,22.0,8.0,39.0,15.0,38.0,7.0,11.0,11.0,60.0,58.0,59.0,61.0,66.0
11,11.0,Keo Boets,56.0,72.0,325000.0,500.0,12.0,9.0,11.0,22.0,9.0,9.0,14.0,11.0,26.0,13.0,15.0,31.0,27.0,45.0,38.0,44.0,50.0,22.0,50.0,7.0,23.0,10.0,8.0,34.0,10.0,28.0,8.0,13.0,10.0,61.0,53.0,58.0,48.0,62.0
21,21.0,Nicolas Glaus,56.0,65.0,275000.0,2000.0,12.0,9.0,12.0,20.0,8.0,7.0,13.0,13.0,22.0,17.0,15.0,29.0,37.0,50.0,34.0,41.0,48.0,19.0,56.0,9.0,22.0,9.0,5.0,32.0,17.0,30.0,8.0,13.0,14.0,58.0,52.0,54.0,52.0,59.0
26,26.0,Matteo Fiorenza,48.0,60.0,100000.0,2000.0,15.0,10.0,15.0,21.0,10.0,10.0,14.0,14.0,26.0,19.0,25.0,27.0,22.0,44.0,20.0,35.0,34.0,22.0,69.0,7.0,17.0,11.0,9.0,31.0,18.0,22.0,8.0,11.0,13.0,50.0,51.0,47.0,41.0,47.0
27,27.0,Jesús López Soria,58.0,70.0,425000.0,950.0,12.0,9.0,11.0,15.0,6.0,8.0,11.0,14.0,16.0,15.0,34.0,18.0,22.0,50.0,32.0,41.0,51.0,30.0,44.0,10.0,25.0,15.0,9.0,25.0,15.0,26.0,9.0,13.0,12.0,55.0,62.0,55.0,56.0,59.0
36,36.0,Alberto Flores López,60.0,76.0,550000.0,500.0,12.0,5.0,13.0,28.0,6.0,10.0,10.0,12.0,21.0,13.0,28.0,25.0,27.0,51.0,35.0,46.0,55.0,26.0,61.0,8.0,28.0,10.0,6.0,35.0,11.0,30.0,7.0,11.0,12.0,61.0,63.0,61.0,60.0,58.0
37,37.0,Raúl Valdés Madrazo,58.0,74.0,450000.0,500.0,11.0,10.0,12.0,19.0,7.0,10.0,12.0,15.0,20.0,14.0,33.0,28.0,27.0,54.0,43.0,50.0,58.0,27.0,33.0,9.0,22.0,7.0,8.0,26.0,12.0,31.0,8.0,13.0,11.0,59.0,56.0,67.0,50.0,61.0
40,40.0,Viktor Dryselius,52.0,68.0,180000.0,500.0,14.0,7.0,15.0,24.0,9.0,9.0,11.0,11.0,26.0,14.0,31.0,32.0,29.0,30.0,41.0,40.0,50.0,25.0,48.0,7.0,25.0,11.0,9.0,35.0,11.0,31.0,13.0,12.0,12.0,55.0,51.0,53.0,52.0,55.0
41,41.0,Harry Palmer,51.0,56.0,70000.0,1000.0,12.0,9.0,10.0,19.0,9.0,5.0,15.0,10.0,18.0,12.0,34.0,30.0,34.0,42.0,50.0,37.0,53.0,25.0,45.0,7.0,20.0,6.0,4.0,32.0,15.0,30.0,17.0,10.0,10.0,51.0,50.0,49.0,50.0,53.0
43,43.0,Conor Walsh,52.0,67.0,160000.0,500.0,11.0,9.0,12.0,21.0,7.0,14.0,11.0,13.0,17.0,13.0,23.0,24.0,30.0,43.0,33.0,39.0,45.0,26.0,53.0,7.0,26.0,7.0,5.0,46.0,11.0,24.0,7.0,14.0,14.0,55.0,49.0,52.0,47.0,55.0
8,8.0,Eloy Victor Room,73.0,73.0,1000000.0,6000.0,20.0,16.0,11.0,44.0,18.0,12.0,13.0,12.0,46.0,27.0,46.0,44.0,47.0,74.0,46.0,51.0,70.0,34.0,65.0,12.0,27.0,14.0,9.0,61.0,37.0,60.0,17.0,17.0,13.0,74.0,69.0,68.0,68.0,75.0
9,9.0,Roman Bürki,79.0,79.0,11500000.0,43000.0,15.0,8.0,17.0,37.0,13.0,12.0,13.0,12.0,24.0,23.0,44.0,50.0,49.0,77.0,52.0,45.0,74.0,36.0,76.0,14.0,35.0,18.0,10.0,50.0,20.0,58.0,11.0,13.0,16.0,80.0,78.0,60.0,77.0,84.0
21,21.0,Etrit Berisha,71.0,71.0,600000.0,18000.0,11.0,13.0,12.0,20.0,11.0,12.0,13.0,12.0,26.0,20.0,28.0,28.0,33.0,73.0,30.0,50.0,57.0,39.0,64.0,15.0,24.0,22.0,12.0,42.0,22.0,59.0,20.0,10.0,11.0,68.0,70.0,66.0,71.0,72.0
23,23.0,Alex McCarthy,74.0,74.0,2100000.0,32000.0,11.0,17.0,16.0,33.0,12.0,17.0,15.0,18.0,35.0,17.0,50.0,56.0,35.0,71.0,43.0,46.0,68.0,34.0,63.0,14.0,35.0,22.0,11.0,50.0,41.0,61.0,13.0,13.0,12.0,74.0,72.0,61.0,72.0,80.0
26,26.0,Simone Colombi,67.0,67.0,550000.0,950.0,14.0,15.0,18.0,36.0,12.0,10.0,16.0,14.0,35.0,23.0,45.0,35.0,57.0,60.0,36.0,40.0,77.0,40.0,49.0,12.0,26.0,20.0,14.0,34.0,23.0,55.0,12.0,11.0,14.0,68.0,65.0,53.0,67.0,69.0
40,40.0,Vicente Guaita Panadero,79.0,79.0,1900000.0,29000.0,34.0,11.0,20.0,44.0,13.0,16.0,32.0,20.0,36.0,24.0,46.0,52.0,63.0,74.0,48.0,59.0,68.0,41.0,64.0,15.0,24.0,27.0,13.0,54.0,29.0,62.0,23.0,15.0,17.0,80.0,77.0,78.0,78.0,81.0
49,49.0,Łukasz Skorupski,76.0,76.0,4000000.0,23000.0,19.0,11.0,10.0,29.0,17.0,18.0,12.0,19.0,26.0,23.0,51.0,51.0,48.0,74.0,38.0,44.0,66.0,31.0,58.0,15.0,33.0,17.0,13.0,32.0,22.0,58.0,18.0,12.0,12.0,78.0,73.0,59.0,74.0,81.0
14,14.0,Owen Mason,54.0,67.0,220000.0,500.0,10.0,5.0,12.0,23.0,6.0,10.0,10.0,11.0,24.0,18.0,30.0,27.0,43.0,44.0,47.0,39.0,61.0,30.0,62.0,7.0,23.0,15.0,5.0,30.0,14.0,44.0,13.0,12.0,10.0,57.0,54.0,52.0,52.0,56.0
16,16.0,Pálmi Arinbjörnsson,50.0,65.0,90000.0,500.0,12.0,9.0,13.0,22.0,8.0,13.0,13.0,12.0,15.0,13.0,32.0,23.0,28.0,44.0,28.0,36.0,42.0,28.0,50.0,6.0,23.0,10.0,6.0,31.0,15.0,32.0,8.0,13.0,10.0,51.0,49.0,48.0,50.0,50.0
25,25.0,Kayne Bonnevie,61.0,75.0,700000.0,4000.0,12.0,6.0,10.0,17.0,6.0,8.0,11.0,10.0,25.0,15.0,22.0,17.0,28.0,58.0,23.0,44.0,45.0,20.0,62.0,5.0,35.0,9.0,7.0,36.0,16.0,40.0,5.0,10.0,13.0,62.0,57.0,58.0,59.0,63.0
32,32.0,Patrick Boyes,51.0,65.0,120000.0,500.0,11.0,7.0,13.0,16.0,5.0,6.0,14.0,13.0,15.0,18.0,22.0,18.0,22.0,46.0,43.0,42.0,61.0,27.0,42.0,5.0,23.0,14.0,8.0,19.0,18.0,22.0,6.0,13.0,13.0,54.0,51.0,56.0,48.0,50.0
33,33.0,Manuel Ferrel,60.0,67.0,425000.0,500.0,12.0,8.0,12.0,33.0,7.0,7.0,15.0,15.0,30.0,9.0,18.0,30.0,50.0,50.0,47.0,44.0,60.0,33.0,45.0,7.0,18.0,13.0,10.0,37.0,16.0,25.0,8.0,15.0,12.0,61.0,61.0,58.0,60.0,58.0
35,35.0,Maximilian Neutgens,57.0,69.0,325000.0,600.0,10.0,9.0,10.0,22.0,7.0,10.0,11.0,10.0,29.0,20.0,23.0,27.0,39.0,39.0,32.0,41.0,48.0,21.0,50.0,7.0,26.0,12.0,8.0,30.0,19.0,39.0,9.0,13.0,11.0,59.0,54.0,55.0,55.0,63.0
37,37.0,Charlie Monks,51.0,67.0,130000.0,500.0,13.0,5.0,14.0,30.0,6.0,13.0,12.0,14.0,33.0,25.0,35.0,38.0,41.0,46.0,44.0,38.0,57.0,24.0,44.0,7.0,19.0,14.0,5.0,35.0,17.0,41.0,9.0,13.0,12.0,51.0,49.0,50.0,48.0,53.0
41,41.0,Abdullah Laidani,50.0,66.0,100000.0,500.0,13.0,6.0,14.0,23.0,7.0,8.0,12.0,14.0,19.0,10.0,45.0,42.0,38.0,37.0,21.0,43.0,32.0,28.0,67.0,7.0,19.0,10.0,6.0,25.0,12.0,31.0,8.0,11.0,12.0,53.0,48.0,57.0,44.0,53.0
45,45.0,Norbert Haymamba,57.0,64.0,275000.0,800.0,13.0,6.0,14.0,24.0,8.0,9.0,14.0,10.0,21.0,12.0,18.0,18.0,22.0,48.0,25.0,41.0,30.0,15.0,69.0,9.0,14.0,13.0,7.0,26.0,18.0,24.0,5.0,11.0,13.0,59.0,57.0,54.0,55.0,59.0
54,54.0,Ertuğrul Çetin,55.0,71.0,300000.0,2000.0,13.0,5.0,10.0,25.0,9.0,10.0,10.0,10.0,28.0,17.0,33.0,26.0,25.0,40.0,38.0,35.0,41.0,16.0,57.0,7.0,16.0,6.0,5.0,39.0,10.0,38.0,8.0,12.0,14.0,57.0,55.0,47.0,50.0,61.0
55,55.0,Jesús Lázaro Owono Ngua Akeng,60.0,72.0,525000.0,950.0,13.0,9.0,10.0,19.0,6.0,5.0,14.0,13.0,26.0,15.0,20.0,30.0,35.0,53.0,48.0,47.0,59.0,20.0,42.0,8.0,19.0,8.0,4.0,39.0,14.0,31.0,7.0,13.0,13.0,66.0,59.0,62.0,58.0,57.0
4,4.0,Mário Jorge Pasquinha Évora,62.0,72.0,775000.0,1000.0,19.0,10.0,11.0,51.0,12.0,28.0,24.0,34.0,52.0,30.0,40.0,39.0,42.0,53.0,52.0,57.0,69.0,19.0,45.0,10.0,13.0,14.0,6.0,64.0,50.0,50.0,9.0,12.0,10.0,57.0,61.0,76.0,62.0,63.0
7,7.0,Pavel Pavlyuchenko,62.0,68.0,500000.0,1000.0,11.0,6.0,13.0,15.0,5.0,8.0,10.0,10.0,22.0,12.0,22.0,32.0,23.0,54.0,28.0,45.0,38.0,18.0,64.0,6.0,16.0,12.0,4.0,41.0,12.0,26.0,5.0,12.0,14.0,60.0,61.0,60.0,61.0,64.0
30,30.0,Damian Las,52.0,68.0,180000.0,600.0,14.0,7.0,10.0,25.0,8.0,13.0,10.0,14.0,23.0,15.0,44.0,38.0,39.0,45.0,35.0,40.0,47.0,28.0,59.0,8.0,22.0,10.0,7.0,28.0,18.0,35.0,5.0,10.0,10.0,52.0,51.0,53.0,51.0,51.0
40,40.0,Hee Dong Roh,48.0,61.0,100000.0,500.0,13.0,7.0,12.0,26.0,8.0,9.0,12.0,16.0,22.0,10.0,25.0,26.0,25.0,35.0,28.0,40.0,30.0,26.0,70.0,9.0,22.0,15.0,16.0,32.0,15.0,33.0,10.0,15.0,13.0,48.0,50.0,53.0,43.0,50.0
53,53.0,Ji Yul Han,54.0,70.0,240000.0,500.0,12.0,13.0,13.0,20.0,13.0,12.0,12.0,16.0,28.0,13.0,18.0,17.0,40.0,49.0,22.0,37.0,32.0,26.0,67.0,12.0,25.0,10.0,11.0,38.0,30.0,30.0,11.0,13.0,15.0,57.0,53.0,49.0,51.0,53.0
5,5.0,Lucas Flores de Oliveira,60.0,68.0,450000.0,500.0,13.0,6.0,15.0,17.0,6.0,11.0,11.0,13.0,23.0,12.0,16.0,21.0,36.0,57.0,25.0,42.0,36.0,29.0,69.0,6.0,23.0,9.0,7.0,23.0,11.0,25.0,9.0,12.0,11.0,63.0,49.0,56.0,66.0,60.0
13,13.0,Daniel Adamczyk,61.0,73.0,675000.0,500.0,14.0,9.0,14.0,21.0,8.0,9.0,13.0,12.0,22.0,16.0,25.0,28.0,38.0,42.0,37.0,46.0,51.0,35.0,60.0,8.0,25.0,12.0,7.0,33.0,16.0,38.0,8.0,14.0,12.0,66.0,59.0,61.0,58.0,67.0
21,21.0,Giovanni Grotta,56.0,73.0,325000.0,500.0,12.0,6.0,10.0,22.0,8.0,6.0,12.0,13.0,18.0,17.0,20.0,32.0,33.0,56.0,29.0,43.0,31.0,17.0,57.0,8.0,22.0,7.0,4.0,31.0,18.0,22.0,6.0,14.0,12.0,58.0,54.0,57.0,49.0,59.0
34,34.0,Mohammed Al Biladi,50.0,59.0,90000.0,1000.0,10.0,9.0,11.0,18.0,8.0,13.0,15.0,12.0,25.0,17.0,35.0,36.0,33.0,46.0,57.0,38.0,55.0,20.0,54.0,11.0,19.0,14.0,8.0,33.0,13.0,21.0,9.0,10.0,14.0,52.0,48.0,50.0,47.0,51.0
38,38.0,Milan Mijatović,66.0,66.0,150000.0,5000.0,13.0,10.0,15.0,30.0,8.0,11.0,13.0,14.0,30.0,15.0,31.0,32.0,36.0,54.0,34.0,47.0,43.0,33.0,62.0,11.0,26.0,7.0,8.0,38.0,19.0,25.0,6.0,10.0,7.0,69.0,65.0,63.0,67.0,66.0
40,40.0,Filippo Manfrin,53.0,70.0,210000.0,500.0,12.0,7.0,11.0,20.0,6.0,11.0,10.0,14.0,18.0,12.0,28.0,20.0,31.0,47.0,37.0,40.0,43.0,21.0,49.0,5.0,26.0,10.0,4.0,28.0,12.0,28.0,6.0,14.0,11.0,51.0,49.0,53.0,52.0,56.0
41,41.0,Giuseppe Marcianò,57.0,65.0,325000.0,500.0,10.0,8.0,13.0,22.0,9.0,10.0,10.0,10.0,28.0,11.0,32.0,30.0,35.0,48.0,29.0,44.0,30.0,21.0,59.0,5.0,23.0,8.0,4.0,30.0,15.0,22.0,8.0,10.0,12.0,56.0,56.0,59.0,51.0,63.0
1,1.0,Răzvan Sava,55.0,70.0,275000.0,1000.0,11.0,8.0,12.0,24.0,9.0,5.0,11.0,12.0,17.0,12.0,23.0,29.0,32.0,44.0,22.0,33.0,38.0,28.0,58.0,5.0,25.0,9.0,4.0,29.0,10.0,36.0,6.0,11.0,14.0,58.0,54.0,44.0,50.0,60.0
3,3.0,Gustav Lillienberg,52.0,70.0,180000.0,500.0,13.0,6.0,12.0,22.0,10.0,11.0,13.0,11.0,26.0,13.0,36.0,38.0,38.0,40.0,36.0,37.0,51.0,25.0,44.0,6.0,22.0,15.0,7.0,42.0,16.0,37.0,6.0,14.0,11.0,55.0,52.0,49.0,53.0,52.0
34,34.0,Nathan Broome,55.0,66.0,240000.0,1000.0,10.0,6.0,9.0,25.0,8.0,9.0,11.0,11.0,20.0,19.0,35.0,38.0,42.0,48.0,44.0,41.0,60.0,32.0,48.0,7.0,32.0,8.0,7.0,40.0,14.0,26.0,10.0,11.0,10.0,53.0,58.0,54.0,53.0,57.0
37,37.0,清水 圭介,61.0,61.0,160000.0,1000.0,10.0,6.0,13.0,22.0,7.0,9.0,11.0,10.0,18.0,11.0,15.0,16.0,24.0,50.0,60.0,44.0,63.0,22.0,41.0,5.0,25.0,20.0,7.0,49.0,12.0,23.0,7.0,12.0,10.0,60.0,61.0,59.0,62.0,63.0
49,49.0,Julius Tombült,55.0,65.0,230000.0,500.0,11.0,8.0,11.0,20.0,6.0,11.0,10.0,13.0,20.0,10.0,18.0,33.0,28.0,38.0,29.0,42.0,35.0,16.0,64.0,8.0,23.0,7.0,5.0,34.0,16.0,22.0,9.0,12.0,14.0,57.0,59.0,56.0,54.0,54.0
59,59.0,Kais Al-Ani,55.0,60.0,150000.0,500.0,11.0,9.0,14.0,23.0,5.0,7.0,12.0,10.0,16.0,19.0,32.0,23.0,29.0,49.0,21.0,40.0,30.0,17.0,60.0,9.0,18.0,14.0,8.0,21.0,12.0,28.0,7.0,10.0,12.0,58.0,52.0,53.0,55.0,55.0
2,2.0,Jordan Amissah,52.0,66.0,170000.0,2000.0,13.0,9.0,13.0,16.0,5.0,14.0,14.0,14.0,24.0,13.0,21.0,27.0,37.0,46.0,32.0,44.0,35.0,28.0,60.0,6.0,17.0,14.0,4.0,34.0,14.0,35.0,9.0,10.0,14.0,59.0,54.0,59.0,47.0,45.0
7,7.0,Eyad Al Nasser,51.0,62.0,110000.0,650.0,10.0,9.0,13.0,22.0,6.0,14.0,14.0,10.0,26.0,13.0,39.0,46.0,35.0,38.0,44.0,39.0,57.0,24.0,36.0,6.0,28.0,9.0,4.0,36.0,12.0,36.0,6.0,12.0,7.0,54.0,49.0,52.0,50.0,55.0
8,8.0,Josh Blunkell,52.0,61.0,140000.0,500.0,13.0,6.0,13.0,22.0,8.0,8.0,11.0,10.0,28.0,17.0,43.0,46.0,48.0,40.0,51.0,40.0,65.0,24.0,49.0,9.0,21.0,10.0,6.0,24.0,15.0,27.0,10.0,12.0,9.0,54.0,52.0,53.0,50.0,51.0
21,21.0,Muhammet Taha Tepe,61.0,71.0,650000.0,3000.0,12.0,19.0,22.0,34.0,12.0,22.0,13.0,14.0,37.0,36.0,19.0,32.0,39.0,56.0,46.0,41.0,58.0,25.0,63.0,24.0,39.0,20.0,12.0,40.0,23.0,51.0,12.0,14.0,18.0,63.0,64.0,55.0,55.0,62.0
25,25.0,Bartłomiej Jelonek,51.0,63.0,120000.0,750.0,11.0,5.0,12.0,27.0,7.0,10.0,13.0,13.0,17.0,11.0,19.0,24.0,35.0,40.0,43.0,40.0,62.0,17.0,64.0,7.0,28.0,11.0,6.0,37.0,16.0,22.0,9.0,12.0,13.0,49.0,54.0,53.0,49.0,51.0
30,30.0,Jakub Rajczykowski,52.0,72.0,190000.0,500.0,13.0,8.0,11.0,23.0,7.0,14.0,13.0,13.0,26.0,16.0,28.0,33.0,22.0,41.0,25.0,38.0,33.0,25.0,60.0,8.0,16.0,13.0,5.0,26.0,14.0,25.0,8.0,13.0,13.0,53.0,47.0,50.0,57.0,54.0
32,32.0,Oskar Lodziński,51.0,63.0,120000.0,500.0,13.0,5.0,13.0,20.0,9.0,11.0,12.0,14.0,16.0,17.0,33.0,28.0,41.0,32.0,27.0,41.0,33.0,17.0,60.0,5.0,18.0,9.0,6.0,38.0,15.0,33.0,9.0,12.0,10.0,52.0,48.0,54.0,53.0,55.0
35,35.0,Pierre Bolchini,62.0,70.0,775000.0,500.0,12.0,7.0,14.0,19.0,6.0,7.0,14.0,12.0,19.0,11.0,27.0,17.0,37.0,52.0,21.0,44.0,34.0,23.0,70.0,7.0,28.0,7.0,5.0,31.0,16.0,26.0,8.0,10.0,14.0,62.0,64.0,58.0,61.0,63.0
38,38.0,Matthew Connelly,52.0,69.0,180000.0,500.0,13.0,6.0,13.0,27.0,8.0,6.0,10.0,13.0,20.0,19.0,22.0,15.0,41.0,47.0,49.0,37.0,56.0,22.0,42.0,5.0,25.0,10.0,5.0,29.0,12.0,26.0,8.0,10.0,14.0,52.0,50.0,49.0,52.0,53.0
39,39.0,Will Meyer,54.0,58.0,120000.0,800.0,12.0,6.0,10.0,28.0,6.0,7.0,14.0,10.0,29.0,18.0,26.0,24.0,23.0,44.0,37.0,44.0,42.0,25.0,58.0,6.0,20.0,6.0,6.0,29.0,13.0,21.0,7.0,12.0,14.0,50.0,52.0,58.0,54.0,58.0
53,53.0,Alessandro Sorrentino,63.0,78.0,1000000.0,4000.0,13.0,5.0,10.0,21.0,9.0,12.0,11.0,12.0,18.0,13.0,39.0,41.0,23.0,48.0,26.0,45.0,38.0,20.0,64.0,6.0,26.0,10.0,5.0,33.0,14.0,34.0,6.0,12.0,10.0,65.0,64.0,60.0,62.0,67.0
55,55.0,Kayne van Oevelen,54.0,69.0,220000.0,500.0,12.0,9.0,11.0,25.0,8.0,6.0,11.0,12.0,19.0,13.0,29.0,32.0,24.0,49.0,21.0,40.0,35.0,21.0,70.0,8.0,25.0,10.0,5.0,33.0,14.0,27.0,8.0,12.0,14.0,56.0,52.0,53.0,51.0,53.0
3,3.0,Tomáš Holý,62.0,62.0,275000.0,2000.0,13.0,18.0,18.0,18.0,20.0,16.0,20.0,14.0,36.0,19.0,36.0,39.0,35.0,58.0,41.0,45.0,48.0,19.0,73.0,16.0,21.0,15.0,9.0,42.0,23.0,43.0,16.0,25.0,25.0,64.0,58.0,60.0,61.0,63.0
4,4.0,Anthony Lopes,82.0,82.0,16000000.0,60000.0,19.0,18.0,16.0,32.0,13.0,15.0,15.0,14.0,31.0,21.0,63.0,64.0,67.0,82.0,62.0,53.0,82.0,36.0,73.0,18.0,45.0,25.0,9.0,48.0,16.0,65.0,13.0,15.0,13.0,84.0,78.0,71.0,80.0,86.0
26,26.0,Sergio Rico González,75.0,77.0,4800000.0,46000.0,17.0,14.0,11.0,28.0,15.0,15.0,24.0,20.0,26.0,13.0,48.0,46.0,51.0,71.0,43.0,56.0,63.0,36.0,53.0,12.0,25.0,17.0,11.0,53.0,24.0,55.0,16.0,13.0,11.0,75.0,73.0,74.0,73.0,78.0
43,43.0,Rubén Blanco Veiga,74.0,78.0,4500000.0,15000.0,18.0,18.0,15.0,35.0,19.0,17.0,18.0,13.0,29.0,10.0,54.0,52.0,52.0,66.0,57.0,55.0,62.0,44.0,35.0,15.0,22.0,22.0,11.0,37.0,22.0,57.0,25.0,11.0,11.0,79.0,72.0,73.0,70.0,74.0
45,45.0,Pierluigi Gollini,77.0,80.0,10500000.0,33000.0,17.0,14.0,19.0,31.0,18.0,18.0,13.0,15.0,25.0,24.0,46.0,48.0,56.0,73.0,52.0,55.0,52.0,40.0,68.0,17.0,19.0,18.0,12.0,32.0,21.0,63.0,20.0,12.0,19.0,78.0,77.0,73.0,74.0,78.0
5,5.0,Lautaro Bursich,59.0,71.0,450000.0,500.0,11.0,7.0,14.0,27.0,8.0,9.0,13.0,12.0,20.0,10.0,25.0,33.0,39.0,57.0,30.0,38.0,49.0,29.0,54.0,6.0,18.0,13.0,8.0,30.0,14.0,21.0,7.0,13.0,13.0,63.0,58.0,51.0,54.0,61.0
20,20.0,Jun Hong Kim,49.0,64.0,90000.0,500.0,13.0,9.0,13.0,25.0,6.0,10.0,13.0,12.0,26.0,10.0,15.0,23.0,33.0,40.0,25.0,39.0,33.0,26.0,50.0,8.0,23.0,13.0,11.0,33.0,12.0,41.0,16.0,15.0,13.0,48.0,49.0,52.0,46.0,52.0
29,29.0,Luca Gemello,64.0,74.0,1100000.0,4000.0,14.0,7.0,11.0,19.0,7.0,9.0,11.0,20.0,23.0,18.0,31.0,31.0,28.0,44.0,22.0,50.0,31.0,18.0,61.0,5.0,23.0,14.0,7.0,35.0,19.0,37.0,5.0,11.0,10.0,64.0,64.0,66.0,65.0,67.0
32,32.0,Pilip Vaitsiakhovich,64.0,64.0,300000.0,800.0,15.0,12.0,17.0,30.0,14.0,14.0,14.0,15.0,35.0,21.0,41.0,39.0,45.0,50.0,42.0,44.0,54.0,33.0,64.0,12.0,42.0,22.0,16.0,46.0,17.0,43.0,22.0,15.0,14.0,67.0,64.0,59.0,64.0,65.0
45,45.0,Kenan Piric,65.0,67.0,675000.0,3000.0,15.0,9.0,17.0,23.0,9.0,11.0,14.0,14.0,40.0,13.0,33.0,30.0,54.0,57.0,40.0,51.0,62.0,38.0,43.0,10.0,32.0,10.0,5.0,37.0,19.0,44.0,9.0,14.0,13.0,66.0,64.0,68.0,60.0,68.0
47,47.0,Hyeon Bin Seol,50.0,58.0,90000.0,750.0,15.0,10.0,12.0,26.0,9.0,13.0,13.0,12.0,30.0,11.0,32.0,26.0,30.0,32.0,25.0,40.0,33.0,26.0,56.0,8.0,26.0,10.0,12.0,32.0,16.0,32.0,11.0,13.0,14.0,54.0,49.0,53.0,48.0,52.0
53,53.0,Ronnie Sandford,52.0,66.0,160000.0,500.0,11.0,7.0,11.0,22.0,7.0,10.0,13.0,12.0,23.0,10.0,29.0,20.0,36.0,43.0,36.0,38.0,44.0,23.0,35.0,5.0,21.0,11.0,6.0,22.0,15.0,34.0,9.0,14.0,11.0,53.0,50.0,51.0,52.0,54.0
